country_name,country_code,series_code,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019
Ghana,GHA,CHE_CAP_PPP,236.509994506836,169.270004272461,167.789993286133,185.630004882813,193.220001220703
Guinea,GIN,CHE_CAP_PPP,105.690002441406,112.180000305176,94.6600036621094,103.910003662109,119.589996337891
Guinea-Bissau,GNB,CHE_CAP_PPP,142.800003051758,153.639999389648,146.729995727539,157.080001831055,186.429992675781
Kenya,KEN,CHE_CAP_PPP,175.470001220703,186.889999389648,167.550003051758,185.410003662109,207.619995117188
Lesotho,LSO,CHE_CAP_PPP,279.679992675781,262.790008544922,268.290008544922,287.309997558594,313.609985351563
Liberia,LBR,CHE_CAP_PPP,133.600006103516,135.059997558594,139.899993896484,138.610000610352,126.019996643066
Libya,LBY,CHE_CAP_PPP,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,CHE_CAP_PPP,76.9100036621094,84.4599990844727,76.75,69.9800033569336,65.2300033569336
Malawi,MWI,CHE_CAP_PPP,95.5299987792969,112.730003356934,111.650001525879,104.849998474121,81.6999969482422
Mali,MLI,CHE_CAP_PPP,83.5699996948242,82.6100006103516,82.5500030517578,87.3199996948242,94.5500030517578
Mauritius,MUS,CHE_CAP_PPP,1098.82995605469,1182.88000488281,1244.2099609375,1332.71997070313,1475.9599609375
Mauritania,MRT,CHE_CAP_PPP,154.300003051758,145.539993286133,169.440002441406,184.869995117188,187.050003051758
Morocco,MAR,CHE_CAP_PPP,361.25,378.429992675781,388.709991455078,413.170013427734,424.5
Mozambique,MOZ,CHE_CAP_PPP,86.7300033569336,97.8099975585938,99.5999984741211,106.910003662109,104.819999694824
Namibia,NAM,CHE_CAP_PPP,1061.31994628906,972.049987792969,887.530029296875,859.919982910156,867.349975585938
Niger,NER,CHE_CAP_PPP,61.2400016784668,52.0400009155273,64.8600006103516,65.0500030517578,72.4800033569336
Nigeria,NGA,CHE_CAP_PPP,194.369995117188,190.949996948242,194.809997558594,163.210006713867,162.309997558594
Rwanda,RWA,CHE_CAP_PPP,120.080001831055,131.029998779297,126.209999084473,142.839996337891,145.740005493164
Sao Tome and Principe,STP,CHE_CAP_PPP,204.949996948242,250.119995117188,253,236.899993896484,226.809997558594
Senegal,SEN,CHE_CAP_PPP,130.220001220703,131.059997558594,128.059997558594,143.169998168945,144.800003051758
Seychelles,SYC,CHE_CAP_PPP,1086.44995117188,1316.43005371094,1332.21997070313,1470.18994140625,1468.71997070313
Sierra Leone,SLE,CHE_CAP_PPP,326.450012207031,277.350006103516,153.570007324219,141.240005493164,157
Somalia,SOM,CHE_CAP_PPP,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,CHE_CAP_PPP,1103.36999511719,1110.76000976563,1107.89001464844,1145.86999511719,1187.32995605469
South Sudan,SSD,CHE_CAP_PPP,NULL,NULL,84.4400024414063,64.2200012207031,62.9900016784668
Sudan,SDN,CHE_CAP_PPP,322.549987792969,305.390014648438,278.690002441406,202.410003662109,204.539993286133
Eswatini,SWZ,CHE_CAP_PPP,622.059997558594,593.77001953125,586.969970703125,633.429992675781,610.489990234375
Tanzania,TZA,CHE_CAP_PPP,83.2099990844727,95.4000015258789,100.209999084473,105.110000610352,99.3499984741211
Togo,TGO,CHE_CAP_PPP,93.4400024414063,104.599998474121,130.669998168945,128.410003662109,125.559997558594
Tunisia,TUN,CHE_CAP_PPP,675.97998046875,684.75,723.119995117188,759.039978027344,789.049987792969
Uganda,UGA,CHE_CAP_PPP,113.360000610352,107.919998168945,87.1999969482422,92.1399993896484,92.379997253418
Zimbabwe,ZWE,CHE_CAP_PPP,199.679992675781,215.399993896484,226.210006713867,269.200012207031,208.410003662109
Zambia,ZMB,CHE_CAP_PPP,152.139999389648,152.429992675781,152.539993286133,181.550003051758,192.520004272461
Algeria,DZA,GGHED_CHE,70.4599990844727,67.6900024414063,65.9499969482422,65.8499984741211,65
Angola,AGO,GGHED_CHE,47.3699989318848,44.1399993896484,46.2799987792969,42.0800018310547,41.2200012207031
Benin,BEN,GGHED_CHE,20.1399993896484,20.9899997711182,31.0900001525879,19.6000003814697,22.6499996185303
Botswana,BWA,GGHED_CHE,67.7600021362305,66.5199966430664,75.6600036621094,78.5599975585938,78.5199966430664
Burkina Faso,BFA,GGHED_CHE,28.3799991607666,40.0800018310547,43.2999992370605,42.5099983215332,41.810001373291
Burundi,BDI,GGHED_CHE,37.6399993896484,24.7700004577637,25.8199996948242,27.7600002288818,33.3800010681152
Cameroon,CMR,GGHED_CHE,10.1099996566772,10.1599998474121,4.17000007629395,6.07000017166138,3.34999990463257
Cabo Verde,CPV,GGHED_CHE,65.8600006103516,63.560001373291,62.1599998474121,60.939998626709,65.7600021362305
Central African Republic,CAF,GGHED_CHE,9.05000019073486,11.0100002288818,10.9300003051758,6.26000022888184,10.5699996948242
Chad,TCD,GGHED_CHE,21.2600002288818,16.2800006866455,15.2799997329712,16.75,17.3099994659424
Comoros,COM,GGHED_CHE,10.1300001144409,12.3400001525879,12.8299999237061,15.6199998855591,16.0699996948242
"Congo, Dem. Rep.",COD,GGHED_CHE,16.6800003051758,12.6300001144409,9.94999980926514,15.0799999237061,15.8199996948242
"Congo, Rep.",COG,GGHED_CHE,45.5400009155273,43.1599998474121,38.3699989318848,35.3199996948242,37.5900001525879
Cote d'Ivoire,CIV,GGHED_CHE,24.9799995422363,25.6900005340576,28.7199993133545,29.0699996948242,29.0799999237061
Djibouti,DJI,GGHED_CHE,55.0499992370605,48.4799995422363,46.4300003051758,49.4099998474121,53.6699981689453
"Egypt, Arab Rep.",EGY,GGHED_CHE,31.2399997711182,30.8700008392334,30.9699993133545,28.7299995422363,27.7800006866455
Equatorial Guinea,GNQ,GGHED_CHE,19.0200004577637,22.0900001525879,19.9599990844727,20.1100006103516,21.25
Eritrea,ERI,GGHED_CHE,16.6299991607666,20.8400001525879,27.0200004577637,15.6099996566772,17.6000003814697
Ethiopia,ETH,GGHED_CHE,25.25,25,24.9400005340576,23.2999992370605,22.7000007629395
Gabon,GAB,GGHED_CHE,58.9099998474121,64.6999969482422,63.2900009155273,58.5999984741211,60.310001373291
"Gambia, The",GMB,GGHED_CHE,31.4300003051758,35.0200004577637,25.6000003814697,21.9200000762939,27.25
Ghana,GHA,GGHED_CHE,35.0800018310547,38.3600006103516,32.3800010681152,39.4599990844727,40.2400016784668
Guinea,GIN,GGHED_CHE,7.3899998664856,12.3000001907349,15.3400001525879,16.5100002288818,22.5200004577637
Guinea-Bissau,GNB,GGHED_CHE,6.6100001335144,5.82000017166138,7.11999988555908,7.26000022888184,6.38000011444092
Kenya,KEN,GGHED_CHE,40.3800010681152,42.810001373291,42.939998626709,43.1100006103516,45.9799995422363
Lesotho,LSO,GGHED_CHE,59.060001373291,57.9599990844727,55.1399993896484,47.1699981689453,43.5400009155273
Liberia,LBR,GGHED_CHE,11.3500003814697,14.1300001144409,15.1899995803833,18.6700000762939,16.1000003814697
Libya,LBY,GGHED_CHE,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,GGHED_CHE,40.0200004577637,45.1199989318848,46.3699989318848,35.2700004577637,32.189998626709
Malawi,MWI,GGHED_CHE,28.6499996185303,24.7299995422363,22.6700000762939,24.4400005340576,32.5900001525879
Mali,MLI,GGHED_CHE,22.3600006103516,32.0299987792969,32.0499992370605,30.8400001525879,33.6500015258789
Mauritius,MUS,GGHED_CHE,41.6800003051758,44.1100006103516,44.0499992370605,43.939998626709,47.0400009155273
Mauritania,MRT,GGHED_CHE,38.6199989318848,38.7299995422363,37.1199989318848,39.2400016784668,37.4799995422363
Morocco,MAR,GGHED_CHE,41.5499992370605,42.5099983215332,43,40.189998626709,39.8800010681152
Mozambique,MOZ,GGHED_CHE,27.0300006866455,22.7700004577637,21.4599990844727,22.3799991607666,21.2800006866455
Namibia,NAM,GGHED_CHE,42.2099990844727,46.9000015258789,46.5,46.560001373291,46.9000015258789
Niger,NER,GGHED_CHE,20.7900009155273,24.2900009155273,33.810001373291,33.310001373291,35.689998626709
Nigeria,NGA,GGHED_CHE,16.4500007629395,13.0200004577637,14.1899995803833,16.1000003814697,15.9499998092651
Rwanda,RWA,GGHED_CHE,31.6399993896484,32.0900001525879,34.8800010681152,35.0999984741211,39.9500007629395
Sao Tome and Principe,STP,GGHED_CHE,31.6200008392334,40.310001373291,46.0299987792969,47.9300003051758,47.2999992370605
Senegal,SEN,GGHED_CHE,24.6000003814697,25.0699996948242,23.9300003051758,22.6599998474121,25.0300006866455
Seychelles,SYC,GGHED_CHE,70.7099990844727,69.1500015258789,73.0400009155273,73.8300018310547,72.7300033569336
Sierra Leone,SLE,GGHED_CHE,8.03999996185303,11.1700000762939,9.05000019073486,9.27000045776367,14
Somalia,SOM,GGHED_CHE,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,GGHED_CHE,57.0800018310547,56.5999984741211,57.1199989318848,57.2999992370605,58.7599983215332
South Sudan,SSD,GGHED_CHE,NULL,NULL,8.4399995803833,10.9200000762939,16.2999992370605
Sudan,SDN,GGHED_CHE,31.1399993896484,23.5200004577637,18.0100002288818,21.9899997711182,22.6900005340576
Eswatini,SWZ,GGHED_CHE,41.7599983215332,41.7299995422363,50.75,48.4099998474121,50.7299995422363
Tanzania,TZA,GGHED_CHE,34.4500007629395,40.6199989318848,38.6500015258789,37.6399993896484,40.8800010681152
Togo,TGO,GGHED_CHE,19.0300006866455,18.3400001525879,16.1399993896484,16.75,15.0799999237061
Tunisia,TUN,GGHED_CHE,53.9900016784668,54.6800003051758,56.0499992370605,56.2000007629395,57.1399993896484
Uganda,UGA,GGHED_CHE,15.1499996185303,15.6800003051758,15.9700002670288,16.7700004577637,15.1199998855591
Zimbabwe,ZWE,GGHED_CHE,20.8199996948242,23.3099994659424,24.0200004577637,32.060001373291,17.6299991607666
Zambia,ZMB,GGHED_CHE,47.1399993896484,38.2900009155273,40.3400001525879,39,40.0800018310547
Algeria,DZA,GGHED,4.92000007629395,4.46999979019165,4.1399998664856,4.05999994277954,4.05999994277954
Angola,AGO,GGHED,1.23000001907349,1.20000004768372,1.28999996185303,1.07000005245209,1.03999996185303
Benin,BEN,GGHED,0.589999973773956,0.569999992847443,0.810000002384186,0.490000009536743,0.540000021457672
Botswana,BWA,GGHED,3.88000011444092,3.70000004768372,4.6399998664856,4.69000005722046,4.75
Burkina Faso,BFA,GGHED,1.46000003814697,2.39000010490417,2.60999989509583,2.08999991416931,2.28999996185303
Burundi,BDI,GGHED,2.42000007629395,1.9099999666214,2.03999996185303,2.28999996185303,2.67000007629395
Cameroon,CMR,GGHED,0.379999995231628,0.379999995231628,0.150000005960464,0.209999993443489,0.119999997317791
Cabo Verde,CPV,GGHED,3.17000007629395,3.07999992370605,3.27999997138977,3.21000003814697,3.25
Central African Republic,CAF,GGHED,0.46000000834465,0.600000023841858,0.730000019073486,0.689999997615814,0.819999992847443
Chad,TCD,GGHED,0.959999978542328,0.819999992847443,0.699999988079071,0.699999988079071,0.75
Comoros,COM,GGHED,0.469999998807907,0.569999992847443,0.680000007152557,0.769999980926514,0.829999983310699
"Congo, Dem. Rep.",COD,GGHED,0.660000026226044,0.550000011920929,0.409999996423721,0.5,0.560000002384186
"Congo, Rep.",COG,GGHED,1.12000000476837,1.20000004768372,0.970000028610229,0.680000007152557,0.779999971389771
Cote d'Ivoire,CIV,GGHED,0.800000011920929,0.860000014305115,0.949999988079071,0.910000026226044,0.959999978542328
Djibouti,DJI,GGHED,1.69000005722046,1.32000005245209,1.13999998569489,1.12000000476837,0.970000028610229
"Egypt, Arab Rep.",EGY,GGHED,1.66999995708466,1.6599999666214,1.74000000953674,1.41999995708466,1.32000005245209
Equatorial Guinea,GNQ,GGHED,0.550000011920929,0.689999997615814,0.589999973773956,0.620000004768372,0.670000016689301
Eritrea,ERI,GGHED,0.740000009536743,0.730000019073486,1.00999999046326,0.639999985694885,0.779999971389771
Ethiopia,ETH,GGHED,0.970000028610229,0.899999976158142,0.860000014305115,0.769999980926514,0.740000009536743
Gabon,GAB,GGHED,1.57000005245209,2.00999999046326,1.75999999046326,1.61000001430511,1.66999995708466
"Gambia, The",GMB,GGHED,1,1.28999996185303,1.05999994277954,1.07000005245209,1.03999996185303
Ghana,GHA,GGHED,1.62000000476837,1.33000004291534,1.0900000333786,1.37999999523163,1.37999999523163
Guinea,GIN,GGHED,0.430000007152557,0.660000026226044,0.600000023841858,0.600000023841858,0.899999976158142
Guinea-Bissau,GNB,GGHED,0.540000021457672,0.479999989271164,0.5,0.550000011920929,0.529999971389771
Kenya,KEN,GGHED,2.10999989509583,2.20000004768372,1.77999997138977,1.86000001430511,2.10999989509583
Lesotho,LSO,GGHED,5.30999994277954,5.07999992370605,5.55999994277954,5.1399998664856,4.90999984741211
Liberia,LBR,GGHED,1.21000003814697,1.38999998569489,1.37999999523163,1.69000005722046,1.36000001430511
Libya,LBY,GGHED,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,GGHED,1.99000000953674,2.36999988555908,2.25,1.48000001907349,1.19000005722046
Malawi,MWI,GGHED,2.67000007629395,2.69000005722046,2.47000002861023,2.40000009536743,2.41000008583069
Mali,MLI,GGHED,0.920000016689301,1.21000003814697,1.17999994754791,1.14999997615814,1.30999994277954
Mauritius,MUS,GGHED,2.38000011444092,2.51999998092651,2.55999994277954,2.57999992370605,2.92000007629395
Mauritania,MRT,GGHED,1.41999995708466,1.20000004768372,1.24000000953674,1.39999997615814,1.24000000953674
Morocco,MAR,GGHED,2.09999990463257,2.23000001907349,2.25,2.14000010490417,2.11999988555908
Mozambique,MOZ,GGHED,1.82000005245209,1.62999999523163,1.66999995708466,1.80999994277954,1.66999995708466
Namibia,NAM,GGHED,4.21000003814697,4.36999988555908,4.05999994277954,3.86999988555908,3.99000000953674
Niger,NER,GGHED,1.11000001430511,1.10000002384186,1.87999999523163,1.75999999046326,2.01999998092651
Nigeria,NGA,GGHED,0.589999973773956,0.469999998807907,0.529999971389771,0.5,0.479999989271164
Rwanda,RWA,GGHED,2.09999990463257,2.22000002861023,2.23000001907349,2.34999990463257,2.55999994277954
Sao Tome and Principe,STP,GGHED,1.69000005722046,2.58999991416931,2.97000002861023,2.79999995231628,2.61999988555908
Senegal,SEN,GGHED,1.08000004291534,1.07000005245209,0.959999978542328,0.959999978542328,1.02999997138977
Seychelles,SYC,GGHED,3.25,3.58999991416931,3.57999992370605,3.89000010490417,3.77999997138977
Sierra Leone,SLE,GGHED,1.63999998569489,1.85000002384186,0.850000023841858,0.769999980926514,1.23000001907349
Somalia,SOM,GGHED,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,GGHED,5.01999998092651,4.98999977111816,4.98000001907349,5.07999992370605,5.34999990463257
South Sudan,SSD,GGHED,NULL,NULL,0.699999988079071,0.689999997615814,0.990000009536743
Sudan,SDN,GGHED,2.25999999046326,1.28999996185303,1.0900000333786,0.980000019073486,1.03999996185303
Eswatini,SWZ,GGHED,2.95000004768372,2.84999990463257,3.53999996185303,3.50999999046326,3.44000005722046
Tanzania,TZA,GGHED,1.25999999046326,1.61000001430511,1.58000004291534,1.55999994277954,1.55999994277954
Togo,TGO,GGHED,0.939999997615814,0.980000019073486,1.04999995231628,1.01999998092651,0.860000014305115
Tunisia,TUN,GGHED,3.57999992370605,3.60999989509583,3.83999991416931,3.82999992370605,3.98000001907349
Uganda,UGA,GGHED,0.769999980926514,0.779999971389771,0.639999985694885,0.680000007152557,0.579999983310699
Zimbabwe,ZWE,GGHED,1.54999995231628,1.78999996185303,1.78999996185303,2.77999997138977,1.36000001430511
Zambia,ZMB,GGHED,2.08999991416931,1.71000003814697,1.76999998092651,1.96000003814697,2.13000011444092
Algeria,DZA,GGHED_GGE,10.7299995422363,10.7299995422363,10.7299995422363,10.7299995422363,10.7299995422363
Angola,AGO,GGHED_GGE,4.55999994277954,5.42999982833862,5.42999982833862,5.42999982833862,5.42999982833862
Benin,BEN,GGHED_GGE,3.23000001907349,3.73000001907349,4.57999992370605,2.96000003814697,3.71000003814697
Botswana,BWA,GGHED_GGE,10.4200000762939,11.210000038147,14.3199996948242,14.3199996948242,14.3199996948242
Burkina Faso,BFA,GGHED_GGE,7.15000009536743,11.0299997329712,9.98999977111816,8.77999973297119,9.57999992370605
Burundi,BDI,GGHED_GGE,10.4399995803833,8.47000026702881,8.47000026702881,8.47000026702881,8.47000026702881
Cameroon,CMR,GGHED_GGE,1.80999994277954,1.80999994277954,0.730000019073486,1.12999999523163,0.629999995231628
Cabo Verde,CPV,GGHED_GGE,10.0900001525879,10.3900003433228,10.3900003433228,10.3900003433228,10.3900003433228
Central African Republic,CAF,GGHED_GGE,3.25999999046326,4.94999980926514,5.26000022888184,3.91000008583069,4.84000015258789
Chad,TCD,GGHED_GGE,5.25,5.73000001907349,4.67999982833862,5.23000001907349,5.23000001907349
Comoros,COM,GGHED_GGE,2.45000004768372,3.03999996185303,3.58999991416931,3.96000003814697,4.1399998664856
"Congo, Dem. Rep.",COD,GGHED_GGE,3.83999991416931,3.80999994277954,3.98000001907349,4.48000001907349,4.42000007629395
"Congo, Rep.",COG,GGHED_GGE,2.71000003814697,2.89000010490417,3.41000008583069,3.49000000953674,3.49000000953674
Cote d'Ivoire,CIV,GGHED_GGE,4.86999988555908,4.84999990463257,5.15000009536743,5.11999988555908,5.53999996185303
Djibouti,DJI,GGHED_GGE,4.07000017166138,4.07000017166138,4.07000017166138,4.30999994277954,4.28000020980835
"Egypt, Arab Rep.",EGY,GGHED_GGE,5.05999994277954,5.05999994277954,5.42000007629395,4.71999979019165,4.65999984741211
Equatorial Guinea,GNQ,GGHED_GGE,1.33000004291534,2.5,2.94000005722046,3.23000001907349,3.84999990463257
Eritrea,ERI,GGHED_GGE,2.34999990463257,2.34999990463257,2.34999990463257,2.34999990463257,2.34999990463257
Ethiopia,ETH,GGHED_GGE,5.57000017166138,5.01999998092651,4.78999996185303,4.78999996185303,4.78999996185303
Gabon,GAB,GGHED_GGE,7.03000020980835,9.19999980926514,9.72000026702881,9.42000007629395,9.59000015258789
"Gambia, The",GMB,GGHED_GGE,5.09999990463257,6.59999990463257,4.38000011444092,5.07000017166138,4.42000007629395
Ghana,GHA,GGHED_GGE,8.5600004196167,6.53999996185303,6.03999996185303,6.42000007629395,6.53000020980835
Guinea,GIN,GGHED_GGE,1.98000001907349,4.1100001335144,3.46000003814697,3.84999990463257,6.15000009536743
Guinea-Bissau,GNB,GGHED_GGE,2.5,2.35999989509583,2.75,2.75,2.75
Kenya,KEN,GGHED_GGE,7.75,7.96000003814697,6.82000017166138,7.25,8.3100004196167
Lesotho,LSO,GGHED_GGE,10.289999961853,9.4399995803833,10.75,9.35999965667725,8.76000022888184
Liberia,LBR,GGHED_GGE,3.25,3.90000009536743,4.25,5.28999996185303,4.05000019073486
Libya,LBY,GGHED_GGE,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,GGHED_GGE,15.2700004577637,17.5100002288818,15.0299997329712,10.4799995422363,7.94999980926514
Malawi,MWI,GGHED_GGE,9.72999954223633,9.68000030517578,8.1899995803833,8.67000007629395,8.67000007629395
Mali,MLI,GGHED_GGE,4.3899998664856,5.42999982833862,5.1399998664856,5.67000007629395,5.67000007629395
Mauritius,MUS,GGHED_GGE,9.46000003814697,10.1999998092651,10.1999998092651,10.1999998092651,10.1999998092651
Mauritania,MRT,GGHED_GGE,5.53000020980835,5.76000022888184,6.07000017166138,6.98000001907349,6.98000001907349
Morocco,MAR,GGHED_GGE,6.84999990463257,7.28999996185303,7.48999977111816,7.17000007629395,7.11999988555908
Mozambique,MOZ,GGHED_GGE,5.55000019073486,5.55000019073486,5.55000019073486,5.55000019073486,5.55000019073486
Namibia,NAM,GGHED_GGE,9.64999961853027,10.4700002670288,10.6499996185303,10.6499996185303,10.6499996185303
Niger,NER,GGHED_GGE,4.59000015258789,5.69000005722046,9.65999984741211,8.35000038146973,9.38000011444092
Nigeria,NGA,GGHED_GGE,5.32999992370605,4.86999988555908,4.44000005722046,3.88000011444092,3.82999992370605
Rwanda,RWA,GGHED_GGE,7.90999984741211,8.88000011444092,8.88000011444092,8.88000011444092,8.88000011444092
Sao Tome and Principe,STP,GGHED_GGE,4.94000005722046,8,10.7600002288818,10.7600002288818,10.7600002288818
Senegal,SEN,GGHED_GGE,4.69999980926514,4.46000003814697,4.26000022888184,4.26000022888184,4.26000022888184
Seychelles,SYC,GGHED_GGE,10.0299997329712,9.5,10.1400003433228,10.1800003051758,10.1800003051758
Sierra Leone,SLE,GGHED_GGE,7.90999984741211,7.90999984741211,3.63000011444092,3.59999990463257,5.82000017166138
Somalia,SOM,GGHED_GGE,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,GGHED_GGE,15.2399997711182,15.289999961853,15.289999961853,15.289999961853,15.289999961853
South Sudan,SSD,GGHED_GGE,NULL,NULL,2.10999989509583,2.10999989509583,2.10999989509583
Sudan,SDN,GGHED_GGE,18.2900009155273,12.9399995803833,8.32999992370605,5.82999992370605,5.55999994277954
Eswatini,SWZ,GGHED_GGE,8.57999992370605,8.22000026702881,9.97000026702881,9.97000026702881,9.97000026702881
Tanzania,TZA,GGHED_GGE,7.32999992370605,9.52000045776367,9.52000045776367,9.40999984741211,9.55000019073486
Togo,TGO,GGHED_GGE,4.15000009536743,4.26000022888184,6.44999980926514,5.48999977111816,5.38000011444092
Tunisia,TUN,GGHED_GGE,12.289999961853,12.5200004577637,12.5600004196167,12.5699996948242,12.5799999237061
Uganda,UGA,GGHED_GGE,5.07999992370605,4.88000011444092,4.13000011444092,4.17000007629395,3.15000009536743
Zimbabwe,ZWE,GGHED_GGE,7.55999994277954,7.55999994277954,6.44000005722046,8.72999954223633,8.72999954223633
Zambia,ZMB,GGHED_GGE,7.38000011444092,7.05000019073486,7.05000019073486,7.05000019073486,7.05000019073486
Algeria,DZA,GGHED_CAP,205.429992675781,176.5,170.199996948242,168.580001831055,161.330001831055
Angola,AGO,GGHED_CAP,51.4300003051758,41.9900016784668,52.9099998474121,36.7400016784668,29.3999996185303
Benin,BEN,GGHED_CAP,6.30000019073486,6.25,9.26000022888184,6.09000015258789,6.59999990463257
Botswana,BWA,GGHED_CAP,263.839996337891,267.950012207031,366.359985351563,388.230010986328,378.119995117188
Burkina Faso,BFA,GGHED_CAP,9.51000022888184,16.4300003051758,19.2800006866455,17.1200008392334,17.7099990844727
Burundi,BDI,GGHED_CAP,7.3899998664856,5.40000009536743,5.98000001907349,6.21999979019165,6.86999988555908
Cameroon,CMR,GGHED_CAP,5.03000020980835,5.17000007629395,2.0699999332428,3.23000001907349,1.80999994277954
Cabo Verde,CPV,GGHED_CAP,96.5899963378906,96.4499969482422,108.029998779297,116.059997558594,116.98999786377
Central African Republic,CAF,GGHED_CAP,1.72000002861023,2.41000008583069,3.28999996185303,3.35999989509583,3.9300000667572
Chad,TCD,GGHED_CAP,7.46999979019165,5.76000022888184,4.67000007629395,4.96999979019165,5.17000007629395
Comoros,COM,GGHED_CAP,5.78999996185303,7.30999994277954,8.94999980926514,10.8400001525879,11.6199998855591
"Congo, Dem. Rep.",COD,GGHED_CAP,3.28999996185303,2.59999990463257,1.92999994754791,2.78999996185303,3.25
"Congo, Rep.",COG,GGHED_CAP,27.3899993896484,24.5699996948242,21.0100002288818,17.4699993133545,18.2600002288818
Cote d'Ivoire,CIV,GGHED_CAP,15.8699998855591,17.3299999237061,20.0400009155273,20.9799995422363,21.8400001525879
Djibouti,DJI,GGHED_CAP,45.2999992370605,37.2700004577637,33.5400009155273,35.1199989318848,33.1699981689453
"Egypt, Arab Rep.",EGY,GGHED_CAP,57.310001373291,47.3800010681152,35.2999992370605,36.0699996948242,41.6300010681152
Equatorial Guinea,GNQ,GGHED_CAP,62.560001373291,64.2399978637695,57.1199989318848,62.4700012207031,54.1800003051758
Eritrea,ERI,GGHED_CAP,4.46000003814697,4.71999979019165,5.61999988555908,3.74000000953674,4.44999980926514
Ethiopia,ETH,GGHED_CAP,6.03999996185303,6.26999998092651,6.21999979019165,5.65999984741211,6.07000017166138
Gabon,GAB,GGHED_CAP,115.610000610352,140.429992675781,127.23999786377,128.020004272461,129.679992675781
"Gambia, The",GMB,GGHED_CAP,6.59999990463257,8.90999984741211,7.21000003814697,7.84999990463257,8.10000038146973
Ghana,GHA,GGHED_CAP,28.2700004577637,25.6399993896484,22.0300006866455,30.3099994659424,30.2900009155273
Guinea,GIN,GGHED_CAP,3.29999995231628,4.8600001335144,5.1399998664856,5.90000009536743,9.6899995803833
Guinea-Bissau,GNB,GGHED_CAP,3.5699999332428,3.39000010490417,4.01000022888184,4.44000005722046,3.99000000953674
Kenya,KEN,GGHED_CAP,28.1800003051758,31.0400009155273,27.9599990844727,31.7000007629395,38.3499984741211
Lesotho,LSO,GGHED_CAP,61.5099983215332,51.8899993896484,61.1300010681152,58.8199996948242,54.0699996948242
Liberia,LBR,GGHED_CAP,8.32999992370605,9.89000034332275,9.80000019073486,11.4300003051758,8.46000003814697
Libya,LBY,GGHED_CAP,NULL,NULL,NULL,NULL,NULL
Madagascar,MDG,GGHED_CAP,9.30000019073486,11.289999961853,11.5699996948242,7.88000011444092,6.3899998664856
Malawi,MWI,GGHED_CAP,10.2200002670288,8.59000015258789,8.69999980926514,9.14999961853027,9.90999984741211
Mali,MLI,GGHED_CAP,6.90999984741211,9.4399995803833,9.77000045776367,10.3000001907349,11.539999961853
Mauritius,MUS,GGHED_CAP,220.529998779297,244.039993286133,268.339996337891,288.510009765625,322.679992675781
Mauritania,MRT,GGHED_CAP,21.6200008392334,18.4300003051758,19.5499992370605,22.4899997711182,21.6900005340576
Morocco,MAR,GGHED_CAP,61.4300003051758,65.5100021362305,69.3899993896484,70.25,69.4700012207031
Mozambique,MOZ,GGHED_CAP,10.710000038147,7.01000022888184,7.67999982833862,9.11999988555908,8.39999961853027
Namibia,NAM,GGHED_CAP,206.279998779297,198.779998779297,217.660003662109,216.270004272461,200.380004882813
Niger,NER,GGHED_CAP,5.38000011444092,5.48000001907349,9.76000022888184,10.0799999237061,11.210000038147
Nigeria,NGA,GGHED_CAP,16.0799999237061,10.3400001525879,10.4899997711182,10.710000038147,11.3999996185303
Rwanda,RWA,GGHED_CAP,15.8199996948242,16.6399993896484,17.2099990844727,18.3500003814697,20.5300006866455
Sao Tome and Principe,STP,GGHED_CAP,26.9500007629395,44.3400001525879,53.8600006103516,55.1300010681152,51.2900009155273
Senegal,SEN,GGHED_CAP,13.1499996185303,13.5600004196167,13.0200004577637,14,14.789999961853
Seychelles,SYC,GGHED_CAP,470.679992675781,534.140014648438,568.179992675781,620.390014648438,610.799987792969
Sierra Leone,SLE,GGHED_CAP,9.72000026702881,9.72999954223633,4.23000001907349,4.09999990463257,6.46000003814697
Somalia,SOM,GGHED_CAP,NULL,NULL,NULL,NULL,NULL
South Africa,ZAF,GGHED_CAP,287.540008544922,263.25,305.230010986328,323.440002441406,321.230010986328
South Sudan,SSD,GGHED_CAP,NULL,NULL,2.23000001907349,2.91000008583069,3.69000005722046
Sudan,SDN,GGHED_CAP,49.4799995422363,39.0099983215332,34.6800003051758,13.0900001525879,10.6499996185303
Eswatini,SWZ,GGHED_CAP,108.370002746582,97.4899978637695,138.729995727539,144.309997558594,133.970001220703
Tanzania,TZA,GGHED_CAP,11.5699996948242,15.1099996566772,15.3800001144409,15.8199996948242,16.4899997711182
Togo,TGO,GGHED_CAP,7.26999998092651,7.88000011444092,8.71000003814697,9.1899995803833,7.71000003814697
Tunisia,TUN,GGHED_CAP,138.059997558594,133.660003662109,133.050003051758,133.039993286133,133.179992675781
Uganda,UGA,GGHED_CAP,5.96999979019165,6,4.90000009536743,5.38000011444092,4.90000009536743
Zimbabwe,ZWE,GGHED_CAP,22.4200000762939,26.2000007629395,27.7800006866455,45.3199996948242,18.1700000762939
